iso639_3,name,alt_names,iso639_1,iso639_2b,iso639_2t,scope,type,glottocode,family,family_glottocode,is_isolate,countries,latitude,longitude
okd,Okodia,Akita;Okordia;Ịjọ,,,,individual,living,okod1238,Ijoid,ijoi1239,false,NG,5.29237,6.44113
oie,Okolie,,,,,individual,living,okol1243,Nilotic,nilo1247,false,SS,3.86298,33.47628
opa,Okpamheri,Opameri,,,,individual,living,okpa1238,Atlantic-Congo,atla1278,false,NG,7.33708,5.97843
okx,Okpe (Northwestern Edo),Nigeria;Okpe,,,,individual,living,okpe1249,Atlantic-Congo,atla1278,false,NG,7.29515,6.24719
oke,Okpe (Southwestern Edo),Nigeria;Okpe,,,,individual,living,okpe1250,Atlantic-Congo,atla1278,false,NG,7.22407,5.94885
oku,Oku,Bvukoo;Ebkuo;Ekpwo;Kuo;Ukfwo;Uku,,,,individual,living,okuu1243,Atlantic-Congo,atla1278,false,CM,6.23712,10.5096
onw,Old Nubian,"Nubian, Old",,,,individual,historical,oldn1245,Nubian,nubi1251,false,SD,18.760713,31.748657
olm,Oloma,Nigeria,,,,individual,living,olom1241,Atlantic-Congo,atla1278,false,NG,7.01279,6.02767
lul,Olu'bo,Lolubo;Luluba;Lulubo;Olubogo;Oluboti;Ondoe,,,,individual,living,olub1238,Central Sudanic,cent2225,false,SS,4.6242,31.9103
iko,Olulumo-Ikom,Lulumo,,,,individual,living,olul1245,Atlantic-Congo,atla1278,false,NG,5.97709,8.56546
mbm,Ombamba,Bakota;Bambaama;Gimbaama;Lembaamba;Mbaama;Mbama;Mbamba;Obamba,,,,individual,living,omba1241,Atlantic-Congo,atla1278,false,CG;GA,-2.75341,13.617
oml,Ombo,Hombo;Loombo;Songola,,,,individual,living,ombo1238,Atlantic-Congo,atla1278,false,CD,-2.32162,25.1748
omi,Omi,Kaliko-Omi,,,,individual,living,omii1238,Central Sudanic,cent2225,false,CD,3.2542,30.5385
omt,Omotik,"""Ndorobo"";Laamoot;Omotic;Omótico",,,,individual,living,omot1239,Nilotic,nilo1247,false,KE,-1.34401,35.6296
oor,Oorlams,,,,,individual,living,oorl1238,Indo-European,indo1319,false,ZA,-28.38447,23.01446
org,Oring,Koring;Orri;Orrin;Orringorrin,,,,individual,living,orin1239,Atlantic-Congo,atla1278,false,NG,6.68753,8.12005
orc,Orma,Galla;Uardai;Wadai;Warday;Wardei,,,,individual,living,orma1241,Afro-Asiatic,afro1255,false,KE,-1.79489,39.60749
orx,Oro,Oron,,,,individual,living,oroo1241,Atlantic-Congo,atla1278,false,NG,4.86134,8.11394
bdu,Oroko,Bakundu;Bakundu-Balue;Balundu-Bima;Kundu;Londo;Lue;Lundu;Oroko (West);Oroko-East;Oroko-West,,,,individual,living,orok1266,Atlantic-Congo,atla1278,false,CM,4.89504,9.15209
orm,Oromo,Borana-Arsi-Guji Oromo;Eastern Oromo;Orma;West Central Oromo,om,orm,orm,macrolanguage,living,,Afro-Asiatic,,false,ET;KE;SD;SO,,
orr,Oruma,Ịjọ,,,,individual,living,orum1241,Ijoid,ijoi1239,false,NG,4.9377,6.38295
ost,Osatu,Ihatum;Ossatu,,,,individual,living,osat1238,Atlantic-Congo,atla1278,false,CM,6.20829,9.80188
oso,Ososo,Nigeria,,,,individual,living,osos1238,Atlantic-Congo,atla1278,false,NG,7.42868,6.21509
uta,Otank,Otang;Otanga;Utanga;Utange;Utank,,,,individual,living,otan1238,Atlantic-Congo,atla1278,false,NG,6.54809,9.34019
otr,Otoro,Dhitoro;Kawama;Kawarma;Litoro;Utoro,,,,individual,living,otor1240,Heibanic,heib1242,false,SD,11.1187,30.573
lot,Otuho,Latooka;Lattuka;Latuka;Latuko;Lotuho;Lotuka;Lotuko;Lotuxo;Lowudo;Olotorit;Otuxo,,,,individual,living,otuh1238,Nilotic,nilo1247,false,SS;UG,4.16379,32.6641
oyd,Oyda,Oida,,,,individual,living,oyda1235,Ta-Ne-Omotic,gong1255,false,ET,6.13322,36.8541
pqa,Pa'a,Afa;Afanci;Afawa;Fa'awa;Foni;Fucaka;Fuuceka;Pa'anci;Pa'awa;Paa;Paanci;Pala,,,,individual,living,paaa1242,Afro-Asiatic,afro1255,false,NG,11.0175,9.30091
sig,Paasaal,Funsile;Pasaale;Pasaale Sisaala;Southern Sisaala,,,,individual,living,paas1238,Atlantic-Congo,atla1278,false,GH,10.2004,-1.8048
pae,Pagibete,Apagibete;Apagibeti;Apakabeti;Apakibeti;Pagabete,,,,individual,living,pagi1243,Atlantic-Congo,atla1278,false,CD,3.15636,22.1212
plr,Palaka Senoufo,"Kpalagha;KpalaƔa;Palaka;Palara;Pallakha;Pilara;Senoufo, Palaka",,,,individual,living,pala1342,Atlantic-Congo,atla1278,false,BF;CI,9.53815,-4.9271
pnl,Paleni,,,,,individual,living,pale1262,Atlantic-Congo,atla1278,false,BF,10.6201,-5.3591
fap,Paloor,Falor;Palar;Palor;Sili;Sili-Sili;Waro,,,,individual,living,palo1243,Atlantic-Congo,atla1278,false,SN,14.8628,-16.9557
pmn,Pam,Cameroon,,,,individual,living,pamm1242,Atlantic-Congo,atla1278,false,CM,7.97779,14.285
pmb,Pambia,Apambia,,,,individual,living,pamb1243,Atlantic-Congo,atla1278,false,CD,3.739,26.61
pnq,Pana (Burkina Faso),Pana;Sama,,,,individual,living,pana1295,Atlantic-Congo,atla1278,false,BF;ML,13.3501,-3.36685
pnz,Pana (Central African Republic),Pana;Pani,,,,individual,living,pana1293,Atlantic-Congo,atla1278,false,CF;CM;NG;TD,7.10191,15.64243
pwb,Panawa,,,,,individual,living,pana1298,Atlantic-Congo,atla1278,false,NG,10.008075,8.986221
bkj,Pande,Ipande,,,,individual,living,pand1264,Atlantic-Congo,atla1278,false,CF,3.57935,16.22754
pgs,Pangseng,Nigeria,,,,individual,living,pang1286,Atlantic-Congo,atla1278,false,NG,9.304,11.196
png,Pangu,Akwa;Arringeu;Pana;Pnogu;Pongo;Pongu;Ri;Tarya,,,,individual,living,pong1250,Atlantic-Congo,atla1278,false,BF;NG,10.0823,6.3745
pbr,Pangwa,Ekipangwa;Kipangwa,,,,individual,living,pang1287,Atlantic-Congo,atla1278,false,TZ,-9.96782,34.8039
pbo,Papel,Moium;Oium;Papei;Pepel,,,,individual,living,pape1239,Atlantic-Congo,atla1278,false,GW;SN,11.8977,-15.8388
pbi,Parkwa,Gwadi Parekwa;Kudala;Padogo;Padoko;Padokwa;Paduko;Parekwa;Pawdawkwa;Podogo;Podoko;Podokwo,,,,individual,living,park1239,Afro-Asiatic,afro1255,false,CM,11.0206,14.0964
pai,Pe,Dalong;Pai,,,,individual,living,peee1238,Atlantic-Congo,atla1278,false,NG,9.27191,9.56437
nso,Pedi,"Northern;Northern Sotho;Sepedi;Sotho;Sotho (North);Sotho (Northern);Sotho, Northern;Transvaal Sotho",,nso,nso,individual,living,pedi1238,Atlantic-Congo,atla1278,false,BW;ZA,-24.7993,29.4718
ppp,Pelende,Democratic Republic of the Congo,,,,individual,living,pele1244,Atlantic-Congo,atla1278,false,CD,-4.90877,17.3142
pfe,Pere,Kotofo;Kotopo;Kotpojo;Koutin;Koutine;Kutin;Kutine;Kutinn;Pare;Patapori;Peer;Peere;Potopo;Potopore,,,,individual,living,peer1241,Atlantic-Congo,atla1278,false,CM;NG,7.82186,12.2518
pip,Pero,Chong'e;Chonge;Filiya;Goji;Kushe;Kushi;Pipero,,,,individual,living,pero1241,Afro-Asiatic,afro1255,false,NG,9.62092,11.044
pze,Pesse,Groupe Polci;Palchi;Palci;Polchi;Polci;Polshi;Posa;Posanchi;Posi;Posə;Pəlci,,,,individual,living,polc1243,Afro-Asiatic,afro1255,false,NG,10.1346,9.5961
pem,Phende,Gipende;Giphende;Kipende;Pende;Pindi;Pinji,,,,individual,living,phen1239,Atlantic-Congo,atla1278,false,CD,-5.64735,19.8275
phm,Phimbi,Pimbi,,,,individual,living,phim1238,Atlantic-Congo,atla1278,false,MZ,-15.8364,33.3514
pug,Phuie,Buguli;Buguri;Phuien;Pougouli;Puguli;Pwa;Pwe;Pwie;Pwien;Pwo,,,,individual,living,phui1238,Atlantic-Congo,atla1278,false,BF,11.02348,-3.47165
piw,Pimbwe,Cipimbwe;Ichipimbwe;Kipimbwe,,,,individual,living,pimb1238,Atlantic-Congo,atla1278,false,TZ,-6.81358,31.4289
pic,Pinji,Apindje;Apindji;Apinji;Gapinji,,,,individual,living,pinj1243,Atlantic-Congo,atla1278,false,GA,-1.90305,11.223
pny,Pinyin,Bapinyi;Pelimpo,,,,individual,living,piny1238,Atlantic-Congo,atla1278,false,CM,5.7991,10.0682
pcn,Piti,Abisi;Bisi;Pitti,,,,individual,living,piti1243,Atlantic-Congo,atla1278,false,NG,10.1361,8.47037
piy,Piya-Kwonci,Ambandi;Pia;Pitiko;Piya;Wurkum,,,,individual,living,piya1245,Afro-Asiatic,afro1255,false,NG,9.31975,10.8379
ktj,Plapo Krumen,"Krumen;Krumen, Plapo;Plapo",,,,individual,living,plap1239,Kru,krua1234,false,CI;LR,4.56109,-7.30644
plt,Plateau Malagasy,"Malagasi;Malagasy;Malagasy, Plateau",,,,individual,living,plat1254,Austronesian,aust1307,false,MG,-19.5907,47.1211
poy,Pogolo,Chipogolo;Chipogoro;Pogolu;Pogora;Pogoro;Shpogolu;Wapogoro,,,,individual,living,pogo1243,Atlantic-Congo,atla1278,false,TZ,-8.72283,36.4148
pof,Poke,Puki;Tofoke;Topoke;Tovoke,,,,individual,living,poke1238,Atlantic-Congo,atla1278,false,CD,0.73538,23.8972
pkb,Pokomo,"Kipfokomo;Kipokomo;Lower Pokomo;Malachini;Pfokomo;Pokomo, Upper;Upper Pokomo",,,,individual,living,poko1261,Atlantic-Congo,atla1278,false,KE,-2.31587,40.2897
pmm,Pomo,Congo Pol;Pol;Pori;Pul,,,,individual,living,pomo1271,Atlantic-Congo,atla1278,false,CG;CM,4.243,13.446
pre,Principense,"""Moncó"";Lun'gwiye;Príncipense",,,,individual,living,prin1242,Indo-European,indo1319,false,ST,1.614,7.392
kvj,Psikye,Kamsiki;Kapsiki;Ptsake,,,,individual,living,psik1239,Afro-Asiatic,afro1255,false,CM;NG,10.677,13.569
fuc,Pulaar,"Ful(ani);Fula;Fula (Mauritanian);Fula (Senegal);Fula, Fulani;Fulah-Idiome;Fulani;Fulbe Jeeri;Fulfulde (Mauritanian);Fulfulde Pulaar;Fulfulde-Pulaar;Haalpulaar;Peul;Peulh;Pulaar Fulfulde",,,,individual,living,pula1263,Atlantic-Congo,atla1278,false,GM;GN;GW;ML;MR;SN,13.8694,-13.4482
fuf,Pular,Foula Fouta;Fouta Dyalon;Ful(ani);Fula;Fula (Guinean);Fulah-Idiome;Fulani;Fulbe;Fulfulde Jalon;Fullo Fuuta;Futa Fula;Futa Jallon;Fuuta Jalon;Jalon,,,,individual,living,pula1262,Atlantic-Congo,atla1278,false,GN;GW;ML;SL;SN,12.1826,-12.7338
xpu,Punic,,,,,individual,historical,puni1241,Afro-Asiatic,afro1255,false,TN,36.527295,10.356444
puu,Punu,Ipounou;Ipunu;Pouno;Puno;Yipounou;Yipunu,,,,individual,living,punu1239,Atlantic-Congo,atla1278,false,CG;GA,-2.67362,11.6714
mfl,Putai,Marghi West;West Marg,,,,individual,living,puta1243,Afro-Asiatic,afro1255,false,NG,10.83854,12.99521
afe,Putukwam,Mbe Afal;Mbube Eastern;Utugwang,,,,individual,living,putu1241,Atlantic-Congo,atla1278,false,NG,6.65923,8.96041
pcw,Pyapun,Pyapum,,,,individual,living,pyap1239,Afro-Asiatic,afro1255,false,NG,9.09539,9.43733
pye,Pye Krumen,"Kroumen;Krumen, Pye;Northeastern Krumen;Southeastern Krumen",,,,individual,living,pyek1235,Kru,krua1234,false,CI;LR,5.00716,-7.01481
lkr,Päri,Lokoro;Pari,,,,individual,living,pari1256,Nilotic,nilo1247,false,SS,5.09472,32.4822
lme,Pévé,"""Kado"";Ka'do;Ka'do Pevé;Lame;Lamé;Peve;Zime",,,,individual,living,peve1243,Afro-Asiatic,afro1255,false,CM;TD,9.16111,14.441
pko,Pökoot,Pakot;Pokoot;Pokot;Pökot;Suk,,,,individual,living,poko1263,Nilotic,nilo1247,false,KE;UG,1.57023,35.2318
ahg,Qimant,Agaw;Chemant;Falasha;Falaša;K'emant;Kamant;Kemanat;Kemant;Kimant;Kimanteney;Kwara;Qemant;Western Agaw,,,,individual,living,qima1242,Afro-Asiatic,afro1255,false,ER;ET,12.8119,37.0542
rax,Rang,Nigeria,,,,individual,living,rang1269,Atlantic-Congo,atla1278,false,NG,8.001,10.58
lag,Rangi,Irangi;Kilangi;Kirangi;Langi,,,,individual,living,lang1320,Atlantic-Congo,atla1278,false,TZ,-4.71413,35.9517
atu,Reel,Atuot;Atwot;Thok Cieng Reel;Thok Reel,,,,individual,living,reel1238,Nilotic,nilo1247,false,SD;SS,6.32234,30.49451
rel,Rendille,Kenyan Rendille;Randile;Rendile,,,,individual,living,rend1243,Afro-Asiatic,afro1255,false,KE,2.27065,37.3608
rer,Rer Bare,Adona;Rerebere,,,,individual,extinct,rerb1235,Unattested,unat1236,false,ET,4.11661,41.7065
res,Reshe,Bareshe;Gunga;Gunganchi;Gungawa;Tsureja;Tsureshe;Yaurawa,,,,individual,living,resh1242,Atlantic-Congo,atla1278,false,NG,10.77046,4.62395
iri,Rigwe,Aregwe;Idafan;Iregwe;Irigwe;Kwal;Kwan;Kwoll;Kwolla;Miango;Nkarigwe;Nnerigwe;Nyango,,,,individual,living,irig1241,Atlantic-Congo,atla1278,false,NG,9.85197,8.6525
rsw,Rishiwa,,,,,individual,living,rish1234,Atlantic-Congo,atla1278,false,NG,10.169,8.3
snj,Riverain Sango,"Sango, Riverain",,,,individual,living,rive1257,Atlantic-Congo,atla1278,false,CD;CF,4.32811,21.1733
rod,Rogo,Burogo;Ucanja Kamuku;Urogo,,,,individual,living,rogo1238,Atlantic-Congo,atla1278,false,NG,10.56,6.946
rof,Rombo,Kirombo,,,,individual,living,romb1244,Atlantic-Congo,atla1278,false,KE;TZ,-3.07772,37.5382
cla,Ron,"""Chala"";""Challa"";Baron;Bokkos;Challa;Daffo;Ron (Chadic)",,,,individual,living,ronn1241,Afro-Asiatic,afro1255,false,NG,9.3,9.02
rng,Ronga,Gironga;Shironga;Xironga,,,,individual,living,rong1268,Atlantic-Congo,atla1278,false,MZ;ZA,-26.7329,32.6167
rui,Rufiji,,,,,individual,living,rufi1234,,,false,TZ,-7.99059,38.7133
ruz,Ruma,Bagwama;Rurama;Ruruma;Turama,,,,individual,living,ruma1250,Unattested,unat1236,false,NG,10.571,8.21883
run,Rundi,Kirundi;Urundi,rn,run,run,individual,living,rund1242,Atlantic-Congo,atla1278,false,BI;CD;RW;TZ;UG,-2.94,29.97
rou,Runga,Aiki;Aiki (Runga);Ayki;Aykindang;Rounga;Roungo;Runga de Ndele,,,,individual,living,rung1258,Maban,maba1274,false,CF;SD;TD,9.7154,20.9945
rnw,Rungwa,Ichirungwa;Icilungwa;Lungwa;Runga,,,,individual,living,rung1255,Atlantic-Congo,atla1278,false,TZ,-7.24959,31.7614
ruc,Ruuli,Luduuli;Ruli;Ruruli,,,,individual,living,ruul1235,Atlantic-Congo,atla1278,false,UG,1.41726,32.4179
rnd,Ruund,Chilu Wunda;Chiluwunda;Lunda Kambove;Lunda-Kamboro;Luunda;Luwunda;Muatiamvua;Northern Lunda;Uruund,,,,individual,living,ruun1238,Atlantic-Congo,atla1278,false,AO;CD,-8.86971,21.4164
rwl,Ruwila,,,,,individual,living,ruwi1234,Atlantic-Congo,atla1278,false,TZ,-6.51503,32.1803
rwk,Rwa,Kirwo;Rwo,,,,individual,living,rwaa1238,Atlantic-Congo,atla1278,false,TZ,-3.42862,36.7686
rsn,Rwandan Sign Language,,,,,individual,living,rwan1246,Sign Language,sign1238,false,RW,-1.38553,30.23427
rcf,Réunion Creole French,"Creole French, Réunion;Indian Ocean Creole French;Reunion Creole French;Réunion Creole",,,,individual,living,reun1238,Indo-European,indo1319,false,RE,-21.1131,55.5321
sav,Saafi-Saafi,Saafi;Safen;Safi;Safi-Safi;Sereer Saafen;Serer-Safen;Serere-Saafen,,,,individual,living,saaf1238,Atlantic-Congo,atla1278,false,SN,14.625,-17.0568
lsm,Saamia,Olusamia,,,,individual,living,saam1283,Atlantic-Congo,atla1278,false,KE;UG,0.3652,34.0335
saa,Saba,Jelkung,,,,individual,living,saba1276,Afro-Asiatic,afro1255,false,TD,11.3072,18.4906
spy,Sabaot,Bong'om;Kony;Mt. Elgon Maasai;Pok;Sore-Sabaut,,,,individual,living,saba1262,Nilotic,nilo1247,false,KE;UG,1.01297,34.6664
saf,Safaliba,Safalaba;Safalba;Safali,,,,individual,living,safa1243,Atlantic-Congo,atla1278,false,CI;GH,8.93768,-2.58467
sbk,Safwa,Cisafwa;Ishisafwa;Kisafwa,,,,individual,living,safw1238,Atlantic-Congo,atla1278,false,TZ,-8.54936,33.4766
sbm,Sagala,Kisagala;Kisagara;Sagara;Southern Kisagala,,,,individual,living,saga1256,Atlantic-Congo,atla1278,false,TZ,-6.98537,36.9153
tga,Sagalla,Kisagala;Kisagalla;Sagala;Saghala;Teri,,,,individual,living,saga1262,Atlantic-Congo,atla1278,false,KE,-3.60164,38.5037
ssy,Saho,Sao;Shaho;Shiho;Shoho;Šoho,,,,individual,living,saho1246,Afro-Asiatic,afro1255,false,ER;ET,14.75,39.75
aec,Saidi Arabic,"Arabic;Arabic, Sa`idi Spoken;Arabic, Saidi;Sa'idi Arabic;Sa`idi;Upper Egypt Arabic",,,,individual,living,said1239,Afro-Asiatic,afro1255,false,EG;SD,25.4132,30.5302
skg,Sakalava Malagasy,"Malagasy, Sakalava",,,,individual,living,saka1291,Austronesian,aust1307,false,MG,-20.28,44.32
skt,Sakata,Kisakata;Lesa;Odual;Saka,,,,individual,living,saka1287,Atlantic-Congo,atla1278,false,CD,-2.85653,17.9669
sak,Sake,Asake;Saké;Shake,,,,individual,living,sake1247,Atlantic-Congo,atla1278,false,GA,0.25188,11.787
shq,Sala,Zambia,,,,individual,living,sala1266,Atlantic-Congo,atla1278,false,ZM,-15.5848,27.4534
slx,Salampasu,Chisalampasu,,,,individual,living,sala1268,Atlantic-Congo,atla1278,false,AO;CD,-5.44937,23.1502
syx,Samay,,,,,individual,living,osam1235,Atlantic-Congo,atla1278,false,GA,-0.012,13.61
smx,Samba,Ntsambaan;Shankadi;Tsaam;Tsamba;Usamba,,,,individual,living,samb1309,Atlantic-Congo,atla1278,false,CD,-6.21344,17.1658
ccg,Samba Daka,"Chamba Daka;Daka;Daka, Samba;Dakka;Dekka;Deng;Jama;Nakanyare;Sama;Samba;Tchamba;Tikk;Tsamba",,,,individual,living,samb1311,Atlantic-Congo,atla1278,false,CM;NG,8.06905,11.7077
ndi,Samba Leko,(Samba) Leko;Chamba;Chamba Leko;Lego;Leko;Lekon;Ndi;Samba;Samba Leeko;Suntai,,,,individual,living,samb1305,Atlantic-Congo,atla1278,false,CM;NG,8.19236,11.7366
xab,Sambe,,,,,individual,living,samb1307,Atlantic-Congo,atla1278,false,NG,9.160672,8.505628
saq,Samburu,Burkeneji;E Lokop;Lokop;Nkutuk;Sambur;Sampur,,,,individual,living,samb1315,Nilotic,nilo1247,false,KE,1.60735,37.0539
kwy,San Salvador Kongo,"Cimbala-Cizali;Congo;Kikongo;Kikoongo;Kisikongo;Kongo, San Salvador",,,,individual,living,sans1272,Atlantic-Congo,atla1278,false,AO;CD;CG,-5.7114,12.5372
sad,Sandawe,Kisandawe;Sandaui;Sandaweeki;Sandawi;Sandwe,,sad,sad,individual,living,sand1273,Sandawe (isolate),sand1273,true,TZ,-5.26918,35.4808
sng,Sanga (Democratic Republic of Congo),Kisanga;Luba-Garenganze;Luba-Sanga;Sanga;Southern Luba,,,,individual,living,sang1331,Atlantic-Congo,atla1278,false,CD,-10.0236,26.8462
xsn,Sanga (Nigeria),Asanga;Isanga;Sanga,,,,individual,living,sang1329,Atlantic-Congo,atla1278,false,NG,10.4157,8.83882
sag,Sango,Sangho,sg,sag,sag,individual,living,sang1328,Atlantic-Congo,atla1278,false,CD;CF;CG;TD,6.78584,20.1702
snq,Sangu (Gabon),Chango;Isangu;Sangu;Shango;Yisangou;Yisangu,,,,individual,living,sang1333,Atlantic-Congo,atla1278,false,GA,-1.52694,11.9098
sbp,Sangu (Tanzania),Eshisango;Kisangu;Rori;Sango;Sangu,,,,individual,living,sang1330,Atlantic-Congo,atla1278,false,TZ,-8.4,33.9
msc,Sankaran Maninka,"Faranah;Maninka, Sankaran;Sankarankan",,,,individual,living,sank1253,Mande,mand1469,false,GN;SL,10.0962,-10.569
krn,Sapo,Sarpo;Southern Krahn,,,,individual,living,sapo1251,Kru,krua1234,false,LR,5.69555,-8.49229
mwm,Sar,Sara;Sara Madjingay,,,,individual,living,sarr1246,Central Sudanic,cent2225,false,TD,8.50634,17.8785
sbz,Sara Kaba,Ta Sara,,,,individual,living,sara1319,Central Sudanic,cent2225,false,CF;SD;TD,10.5376,22.1637
kwg,Sara Kaba Deme,Kaba 'Dem;Kaba Deme;Kaba Demi;Sara Kaba Dem;Tà Sàra,,,,individual,living,sara1322,Central Sudanic,cent2225,false,CF;TD,9.03466,18.6607
kwv,Sara Kaba Náà,Dana;Kaba Na;Kaba Naa;Kaba Nar;Na;Sara Kaba;Sara Kaba Naa,,,,individual,living,sara1321,Central Sudanic,cent2225,false,CF;TD,9.39388,19.2566
asj,Sari,Akweto;Nsari;Pesaa;Sali,,,,individual,living,nsar1238,Atlantic-Congo,atla1278,false,CM,6.63008,10.5993
swy,Sarua,Saroua;Sarwa,,,,individual,living,saru1245,Afro-Asiatic,afro1255,false,TD,10.5987,17.031
sxs,Sasaru,Nigeria,,,,individual,living,sasa1247,Atlantic-Congo,atla1278,false,NG,7.06193,6.07531
swn,Sawknah,Sawkna;Sokna,,,,individual,living,sawk1238,Afro-Asiatic,afro1255,false,LY,29.16,15.9742
sxw,Saxwe Gbe,"Gbe, Saxwe;Saxwe;Saxwe-Gbe",,,,individual,living,saxw1241,Atlantic-Congo,atla1278,false,BJ,6.58269,1.92015
say,Saya,Gambar Leere;Kal;Lusa;Sayanci;Sayara;Sayawa;Seiyara;Seiyawa;Seya;Seyawa;Vigzar;vik-Zaar;Vikzar;Za:r;Zaar,,,,individual,living,saya1246,Afro-Asiatic,afro1255,false,NG,9.69441,9.71748
kdg,Seba,Kunda;Sewa;Shishi,,,,individual,living,seba1247,Atlantic-Congo,atla1278,false,CD;ZM,-11.9396,27.5144
sgw,Sebat Bet Gurage,Central;Central West Gurage;Central Western Gurage;Chaha;Chaha Gurage;Chähä;Gurage;Gurage (Central West);Gurage (Chaha);Muher;Muxir,,,,individual,living,seba1251,Afro-Asiatic,afro1255,false,ET,8.11879,37.9891
sos,Seeku,Sambla;Samogho;Sembla;Southern Samo,,,,individual,living,seek1238,Mande,mand1469,false,BF,11.1285,-4.58203
seg,Segeju,Daiso;Kisegeju;Sageju;Sengeju,,,,individual,living,sege1246,Atlantic-Congo,atla1278,false,TZ,-5.00659,39.12249
sfw,Sehwi,Asahyue;Sefwi,,,,individual,living,sehw1238,Atlantic-Congo,atla1278,false,CI;GH,6.3172,-2.73146
vaj,Sekele,"Northwestern ǃKung;Vasekele;ǃKung, Northwestern",,,,individual,living,vase1234,Kxa,kxaa1236,false,AO,-18.2675,18.1864
syi,Seki,Beseki;Bulu;Seke;Sekiana;Sekiani;Sekiyani;Sekyani;Seseki;Sheke;Shekiyana,,,,individual,living,seki1238,Atlantic-Congo,atla1278,false,CM;GA;GQ,1.52302,9.79206
lip,Sekpele,Bosele;Likpe;Mu;Sɛkpɛlé,,,,individual,living,sekp1241,Atlantic-Congo,atla1278,false,GH,7.16751,0.5886
snw,Selee,Bale;Santrokofi;Sele;Sentrokofi,,,,individual,living,sele1249,Atlantic-Congo,atla1278,false,GH,7.17462,0.42458
seh,Sena,Chisena;Cisena,,,,individual,living,nucl1396,Atlantic-Congo,atla1278,false,MW;MZ,-19.7933,34.9829
seq,Senara Sénoufo,"Niangolo;Senara Senoufo;Sénoufo;Sénoufo, Senara",,,,individual,living,sena1262,Atlantic-Congo,atla1278,false,BF;CI;ML,10.4987,-5.28216
sds,Sened,,,,,individual,extinct,sene1271,Afro-Asiatic,afro1255,false,TN,34.4678,9.43778
szg,Sengele,Kesengele;Sengere,,,,individual,living,seng1278,Atlantic-Congo,atla1278,false,CD,-1.92256,17.2965
sjs,Senhaja De Srair,Sanhaja de Srair;Sanhāja of Srair;Senhajiya,,,,individual,extinct,senh1238,Afro-Asiatic,afro1255,false,MA,34.9992,-4.51293
swf,Sere,Basili;Basiri;Chere;Serre;Shaire;Shere;Sheri;Sili;Siri,,,,individual,living,sere1264,Atlantic-Congo,atla1278,false,CD;CF,4.71127,27.4688
srr,Serer,Seereer;Seex;Sereer;Serer-Sin;Serer-Sine;Serrer;Sine-Saloum;Sine-Sine;Sérère-Sine,,srr,srr,individual,living,sere1260,Atlantic-Congo,atla1278,false,GM;SN,13.8941,-16.3916
kqu,Seroa,,,,,individual,extinct,vaal1235,Tuu,tuuu1241,false,ZA,-29.55,26.11
crs,Seselwa Creole French,"Creole;Creole French, Seselwa;French (Seychelles Creole);French Creole;Ilois;Kreol;Seychelles Creole;Seychelles Creole French;Seychellois;Seychellois Creole",,,,individual,living,sese1246,Indo-European,indo1319,false,SC,-4.62314,55.4503
sta,Settla,Kisetla;Kisettla,,,,individual,living,sett1235,Pidgin,pidg1258,false,ZM,-15.6067,28.6923
lsw,Seychelles Sign Language,Lalang Siny Seselwa;Langue des Signes Seychelloise,,,,individual,living,seyc1234,Sign Language,sign1238,false,SC,-4.62,55.45
sze,Seze,Sezo,,,,individual,living,seze1235,Blue Nile Mao,maoo1243,false,ET,9.50764,34.6449
scw,Sha,Nigeria,,,,individual,living,shaa1247,Afro-Asiatic,afro1255,false,NG,9.23281,8.77569
sha,Shall-Zwall,Nigeria,,,,individual,living,shal1242,Atlantic-Congo,atla1278,false,NG,9.87556,9.64988
sqa,Shama-Sambuga,Bushama;Tushama,,,,individual,living,sham1278,Atlantic-Congo,atla1278,false,NG,10.4369,6.20275
xsh,Shamang,Samang;Samban,,,,individual,living,sham1277,Atlantic-Congo,atla1278,false,NG,9.47,8.05163
ksb,Shambala,Kisambaa;Kishambaa;Kishambala;Sambaa;Sambala;Sambara;Schambala;Shamba(l)a;Shambaa,,,,individual,living,sham1280,Atlantic-Congo,atla1278,false,TZ,-4.8,38.29
sho,Shanga,Shangawa;Shonga;Shongawa,,,,individual,living,shan1282,Mande,mand1469,false,NG,11.2752,4.41464
swq,Sharwa,Sarwaye;Sherwin;Tchevi,,,,individual,living,shar1249,Afro-Asiatic,afro1255,false,CM,10.1414,13.5657
shj,Shatt,Caning,,,,individual,living,shat1244,Dajuic,daju1249,false,SD,10.8525,29.7687
sqh,Shau,Lìsháù;Sho,,,,individual,living,shau1238,Atlantic-Congo,atla1278,false,NG,10.275,9.06674
moy,Shekkacho,Kafa (Mo...a dialect);Kaffa;Kafficho;Kefa-Mocha;Moca;Mocha;Shakacho;Shekka,,,,individual,living,shek1244,Ta-Ne-Omotic,gong1255,false,ET,7.27424,35.3922
she,Sheko,Shak;Shakko;Shako;Shekka;Shekko;Tschako,,,,individual,living,shek1245,Dizoid,dizo1235,false,ET,7.05022,35.2826
seb,Shempire Senoufo,"Senoufo, Shempire;Shenpire;Syempire",,,,individual,living,shem1239,Atlantic-Congo,atla1278,false,CI;ML,10.4867,-6.37129
scv,Sheni,Seni;Shaini;Shani;Shenanci;Shenic,,,,individual,living,shen1251,Atlantic-Congo,atla1278,false,NG,10.52559,8.63921
