iso639_3,name,alt_names,iso639_1,iso639_2b,iso639_2t,scope,type,glottocode,family,family_glottocode,is_isolate,countries,latitude,longitude
aiw,Aari,Ara;Ari;Ari-Galila;Aro;Bako;Boko,,,,individual,living,aari1239,South Omotic,sout2845,false,ET,5.95034,36.5721
aas,Aasáx,"""Dorobo"";""Ndorobo"";Aasax;Aasá;Asa;Asak;Asax;Assa;Asá;Il Konono;Lamanik",,,,individual,living,aasa1238,Afro-Asiatic,afro1255,false,TZ,-4.00679,36.8648
abm,Abanyom,Abanyum;Befun;Bofon;Mbofon,,,,individual,living,aban1242,Atlantic-Congo,atla1278,false,NG,6.30619,8.63055
mij,Abar,Mijong;Missong;Mungbam,,,,individual,living,abar1238,Atlantic-Congo,atla1278,false,CM,6.5805,10.2267
abi,Abidji,Abiji,,,,individual,living,abid1235,Atlantic-Congo,atla1278,false,CI,5.65656,-4.58421
abo,Abon,Abong;Abõ;Ba'ban,,,,individual,living,abon1238,Atlantic-Congo,atla1278,false,CM;NG,6.90621,10.8769
abr,Abron,Bron;Brong;Doma;Gyaman,,,,individual,living,abro1238,Atlantic-Congo,atla1278,false,CI;GH,7.72094,-2.50289
abn,Abua,Abuan,,,,individual,living,abua1244,Atlantic-Congo,atla1278,false,NG,4.83057,6.61492
abu,Abure,Abonwa;Abouré;Abule;Akaplass,,,,individual,living,abur1243,Atlantic-Congo,atla1278,false,CI,5.21534,-3.64123
mgj,Abureni,Mini,,,,individual,living,abur1244,Atlantic-Congo,atla1278,false,NG,4.62301,6.50634
aba,Abé,Abbey;Abbé;Abe;Abi,,,,individual,living,abee1242,Atlantic-Congo,atla1278,false,CI,5.59682,-4.38497
acz,Acheron,Aceron;Achurun;Asheron;Garme,,,,individual,living,ache1245,Narrow Talodi,narr1279,false,SD,10.8827,30.3187
ach,Acoli,Acholi;Acooli;Akoli;Atscholi;Dok Acoli;Gang;Labwor;Log Acoli;Lwo;Lwoo;Shuli,,ach,ach,individual,living,acol1236,Nilotic,nilo1247,false,SS;UG,3.57738,32.5147
fub,Adamawa Fulfulde,"Adamawa (Fula);Adamawa Fulani;Biira;Boulbe;Domona;Dzemay;Eastern Fulani;Eastern Fulfulde;Fellata;Fillanci;Foulfoulde;Ful;Ful(ani);Fula;Fula (Cameroonian);Fulah-Idiome;Fulani;Fulani (Adamawa);Fulani (Gombe);Fulatanchi;Fulbe;Fulfulde;Fulfulde (Adamawa);Fulfulde (Cameroonian);Fulfulde, Adamawa;Gapelta;Gombe;Nagapelta;Palata;Paldena;Paldida;Pelta Hay;Peul;Peulh;Pladina;Pul;Pule;Pullo;Sanyo;Taareyo;Zaakosa;Zemay",,,,individual,living,adam1253,Atlantic-Congo,atla1278,false,CM;ER;ET;NG;SD;TD,8.140326,13.077338
ads,Adamorobe Sign Language,,,,,individual,living,adam1238,Sign Language,sign1238,false,GH,5.834,-0.151
adq,Adangbe,Adan;Adantonwi;Agotime;Dangbe,,,,individual,living,adan1248,Atlantic-Congo,atla1278,false,GH;TG,6.50546,0.727155
ada,Adangme,Dangme,,ada,ada,individual,living,adan1247,Atlantic-Congo,atla1278,false,GH,5.9437,0.13243
kad,Adara,Kadara,,,,individual,living,kada1284,Atlantic-Congo,atla1278,false,NG,9.99696,7.45933
ade,Adele,Bedere;Bidire;Gadre;Gidire,,,,individual,living,adel1244,Atlantic-Congo,atla1278,false,GH;TG,8.16975,0.619185
adh,Adhola,Dhopadhola;Jopadhola;Jopadhɔla;Ludama,,,,individual,living,adho1243,Nilotic,nilo1247,false,KE;UG,0.73235,34.0341
adj,Adioukrou,Adjukru;Adyoukrou;Adyukru;Ajukru,,,,individual,living,adio1239,Atlantic-Congo,atla1278,false,CI,5.38228,-4.52522
adu,Aduge,,,,,individual,living,adug1238,,,false,NG,7.64567,6.13085
aal,Afade,Afada;Afadeh;Affade;Kotoko;Mandage;Mandagué;Mogari;Ngala,,,,individual,living,afad1236,Afro-Asiatic,afro1255,false,CM;NG,12.0551,14.6343
aar,Afar,"""Danakil"";""Denkel"";`Afar Af;Adal;Afaraf;Danakäli;Qafar",aa,aar,aar,individual,living,afar1241,Afro-Asiatic,afro1255,false,DJ;ER;ET,12.2281,41.8083
aft,Afitti,Affiti;Affitti;Dinik;Ditti;Unietti,,,,individual,living,afit1238,Nyimang,nyim1244,false,SD,12.446,30.7611
afh,Afrihili,,,afh,afh,individual,constructed,afri1275,Artificial Language,arti1236,false,GH,,
afr,Afrikaans,Afrikaans (Standard),af,afr,afr,individual,living,afri1274,Indo-European,indo1319,false,BW;MZ;NA;ZA;ZM;ZW,-31.63272,20.46356
agc,Agatu,North Idoma;Ochekwu,,,,individual,living,agat1236,Atlantic-Congo,atla1278,false,NG,7.97915,7.71639
agq,Aghem,Wum;Yum,,,,individual,living,aghe1239,Atlantic-Congo,atla1278,false,CM,6.38956,10.0807
ibm,Agoi,Ibami;Ro Bambami;Wa Bambani;Wagoi,,,,individual,living,agoi1246,Atlantic-Congo,atla1278,false,NG,5.87953,8.21629
aug,Aguna,Agunaco;Awuna,,,,individual,living,agun1238,Atlantic-Congo,atla1278,false,BJ;TG,7.49256,1.74452
yay,Agwagwune,"""Akunakuna"";Agwaguna;Akunakuna;Akurakura;Gwune;Okurikan",,,,individual,living,agwa1247,Atlantic-Congo,atla1278,false,NG,5.81055,8.03166
aha,Ahanta,,,,,individual,living,ahan1243,Atlantic-Congo,atla1278,false,GH,4.85147,-1.94657
nfd,Ahwai,Hanyeng;Indun;Isakara;Nandu;Ndun;Ningon;Nyeng;Shakara;Tari,,,,individual,living,ahwa1235,Atlantic-Congo,atla1278,false,NG,9.17635,8.56205
ajg,Aja (Benin),Adja;Aja;Ajagbe;Hwè,,,,individual,living,ajab1235,Atlantic-Congo,atla1278,false,BJ;TG,7.06634,1.64992
aja,Aja (South Sudan),Adja;Aja;Aja (Sudan);Ajja,,,,individual,living,ajas1235,Kresh-Aja,kres1240,false,SD;SS,8.58003,25.6122
ajw,Ajawa,Aja;Ajanci,,,,individual,extinct,ajaw1236,Afro-Asiatic,afro1255,false,NG,10.21,9.89205
muc,Ajumbu,Cameroon;Mbu',,,,individual,living,mbuu1238,Atlantic-Congo,atla1278,false,CM,6.53792,10.2556
soh,Aka,Fa-C-Aka;Jebel Silak;Jebels Sillok;Sillok,,,,individual,living,akaa1242,Eastern Jebel,east2386,false,SD,11.2101,33.6524
aka,Akan,Asante;Fante;Fante Akan;Fanti;Mfantse;Odschi;Otyi;Tuic;Twi;Tšwi,ak,aka,aka,macrolanguage,living,akan1250,Atlantic-Congo,atla1278,false,GH;TG,6.34756,-1.33254
aks,Akaselem,Akasele;Akassele;Cemba;Chamba;Djamba;Kamba;Kasele;Kiamba;Sama;Tchamba;Tsamba;Tschamba,,,,individual,living,akas1242,Atlantic-Congo,atla1278,false,TG,8.8858,1.37035
aik,Ake,Aike;Akye,,,,individual,living,akee1238,Atlantic-Congo,atla1278,false,NG,8.59543,8.75768
keu,Akebu,Akebou;Ekpeebhe;Kabu;Kebu;Kegberike,,,,individual,living,akeb1238,Atlantic-Congo,atla1278,false,TG,7.78365,0.77668
bss,Akoose,Akosi;Bakossi;Bekoose;Koose;Kosi;Nkoosi;Nkosi,,,,individual,living,akoo1248,Atlantic-Congo,atla1278,false,CM,4.9243,9.65522
akf,Akpa,Akweya,,,,individual,living,akpa1238,Atlantic-Congo,atla1278,false,NG,7.32586,8.01629
ibe,Akpes,Ibaram-Efifa,,,,individual,living,akpe1248,Atlantic-Congo,atla1278,false,NG,7.50256,5.95559
ayk,Akuku,,,,,individual,living,akuk1235,Atlantic-Congo,atla1278,false,NG,7.40354,6.34264
aku,Akum,Anyar;Okum,,,,individual,living,akum1238,Atlantic-Congo,atla1278,false,CM;NG,6.85716,9.96261
akw,Akwa,,,,,individual,living,akwa1248,Atlantic-Congo,atla1278,false,CG,-0.39897,15.4623
alw,Alaba-K’abeena,Alaba;Allaaba;Halaba;Wanbasana,,,,individual,living,alab1254,Afro-Asiatic,afro1255,false,ET,7.39014,38.1732
ala,Alago,Arago;Aragu;Argo;Idoma Nokwu,,,,individual,living,alag1242,Atlantic-Congo,atla1278,false,NG,8.34986,8.52085
wbj,Alagwa,Alagwaisi;Alagwase;Alawa;Asi;Chasi;Kialagwa;Uwassi;Wasai;Wasi,,,,individual,living,alag1248,Afro-Asiatic,afro1255,false,TZ,-4.64148,35.7231
alf,Alege,Alegi;Ugbe;Uge,,,,individual,living,aleg1238,Atlantic-Congo,atla1278,false,NG,6.59423,9.00394
arq,Algerian Arabic,"Algerian;Algerian Colloquial;Arabic;Arabic, Algerian;Arabic, Algerian Spoken",,,,individual,living,alge1239,Afro-Asiatic,afro1255,false,DZ;MA;TN,35.4208,3.23033
ajs,Algerian Jewish Sign Language,,,,,individual,living,ghar1240,Sign Language,sign1238,false,DZ,32.483333,3.666667
aao,Algerian Saharan Arabic,"Arabic;Arabic, Algerian Saharan;Arabic, Algerian Saharan Spoken;Bedouin Saharan Dialects;Saharan Arabic;Tamanghasset Arabic;Tamanrasset Arabic",,,,individual,living,alge1240,Afro-Asiatic,afro1255,false,DZ;EH;LY;MA;NE,20.8884,4.80626
asp,Algerian Sign Language,,,,,individual,living,alge1235,Sign Language,sign1238,false,DZ,36.4762,3.5462
aiy,Ali,'Bofi;Ngbaka;Ngbaka-Manza;Ngbaka-Minagende;Ngbaka-Minangende,,,,individual,living,alii1240,Atlantic-Congo,atla1278,false,CD;CF,4.60014,18.0352
ald,Alladian,Aladian;Alladyan;Allagia;Allagian,,,,individual,living,alla1248,Atlantic-Congo,atla1278,false,CI,5.22371,-4.42647
aab,Alumu-Tesu,Alumu;Arum-Cesu;Arum-Chessu;Arum-Tesu,,,,individual,living,alum1246,Atlantic-Congo,atla1278,false,NG,9.01513,8.55956
alz,Alur,Aloro;Alua;Alulu;Dho Alur;Jo Alur;Lur;Luri,,,,individual,living,alur1250,Nilotic,nilo1247,false,CD;UG,2.36213,31.0016
nyi,Ama (Sudan),Ama;Ama-nosa;Inyimang;nOsa;Nyima;Nyiman;Nyimang,,,,individual,living,amas1236,Nyimang,nyim1244,false,SD,12.0993,29.4332
rwm,Amba (Uganda),Amba;Amba people;Hamba;Humu;Kihumu;Kiumu;Ku-Amba;Kuamba;Kwamba;Lubulebule;Lwamba;Ruwenzori Kibira;Rwamba,,,,individual,living,amba1263,Atlantic-Congo,atla1278,false,CD;UG,0.81206,30.0014
ael,Ambele,Ambala;Bata'o;Lembala;Tentwa';Tinta,,,,individual,living,ambe1247,Atlantic-Congo,atla1278,false,CM,5.94043,9.62028
amb,Ambo,Andoa;Arabela;Arabela-Andoa;Chiripuno,,,,individual,living,ambo1249,Atlantic-Congo,atla1278,false,NG,7.07637,10.7798
amj,Amdang,Andang;Andangti;Biltine;Mima;Mime;Mimi;Mimi1;Mimi2;Mututu,,,,individual,living,amda1238,Furan,fura1235,false,TD,14.7528,20.8912
ase,American Sign Language,Ameslan;ASL,,,,individual,living,amer1248,Sign Language,sign1238,false,BF;BJ;CD;CF;CI;GA;GH;KE;MG;MR;NG;TD;TG;ZW,33.8117,-81.6121
amh,Amharic,Abyssinian;Amarigna;Amarinya;Amharisch;Ethiopian,am,amh,amh,individual,living,amha1245,Afro-Asiatic,afro1255,false,DJ;ET,11.708182,39.543456
amo,Amo,Amap;Amon;Among;Ba;Timap,,,,individual,living,amoo1242,Atlantic-Congo,atla1278,false,NG,10.3229,8.65405
aqd,Ampari Dogon,"Ambeenge;Ampari;Dogon, Ampari;Pignari",,,,individual,living,ampa1238,Dogon,dogo1299,false,ML,14.15,-3.55
dti,Ana Tinga Dogon,"Dogon, Ana Tinga",,,,individual,living,anat1248,Dogon,dogo1299,false,ML,14.6669,-3.1168
anw,Anaang,Anang;Annang,,,,individual,living,anaa1238,Atlantic-Congo,atla1278,false,NG,4.94832,7.57969
dgl,Andaandi,Dongolawi,,,,individual,living,dong1288,Nubian,nubi1251,false,SD,18.25,30.75
myo,Anfillo,Anfilo;Mao;South Mao;Southern Mao,,,,individual,living,anfi1235,Ta-Ne-Omotic,gong1255,false,ET,8.568,34.647
rme,Angloromani,English Romani;European Romany;Pogadi Chib;Posh 'N' Posh;Romani English;Romanichal;Romanis,,,,individual,living,angl1239,Indo-European,indo1319,false,ZA,51.75,-2.56
aoa,Angolar,Ngola;Portuguese-based Creoles;São Tomé,,,,individual,living,ango1258,Indo-European,indo1319,false,ST,0.11438,6.59486
blo,Anii,"""Ouinji-Ouinji"";""Winji-Winji"";Akpe;Baseca;Basila;Bassila;Gisida;Ouinji-Ouinji;Winji-Winji",,,,individual,living,anii1245,Atlantic-Congo,atla1278,false,BJ;TG,9.11127,1.60169
anf,Animere,Anyimere;Kunda,,,,individual,living,anim1239,Atlantic-Congo,atla1278,false,GH,7.60385,0.41962
aqk,Aninka,,,,,individual,living,anin1242,Atlantic-Congo,atla1278,false,NG,9.08,8.51
xmv,Antankarana Malagasy,"Malagasy, Antankarana;Malagasy, Tankarana;Tankarana;Tankarana Malagasy",,,,individual,living,anta1255,Austronesian,aust1307,false,MG,-13.2164,49.2402
anu,Anuak,Anyuak;Anywa;Anywak;Bar;Burjin;Dho Anywaa;Jambo;Miroy;Moojanga;Nuro;Yambo;Yembo,,,,individual,living,anua1242,Nilotic,nilo1247,false,ET;SS,7.57714,34.0267
cko,Anufo,Chakosi;Chokosi;Chokossi;Kyokosi;Tchokossi;Tiokossi,,,,individual,living,anuf1239,Atlantic-Congo,atla1278,false,BJ;GH;TG,10.2839,0.56021
any,Anyin,Agni;Agni';Anyi,,,,individual,living,anyi1245,Atlantic-Congo,atla1278,false,CI;GH,6.31781,-3.30532
mtb,Anyin Morofo,Morofo,,,,individual,living,anyi1244,Atlantic-Congo,atla1278,false,CI,6.1627,-4.64232
ahp,Aproumu Aizi,"Ahizi;Aizi;Aizi, Aproumu;Aprou;Aproumu;Aprwe;Oprou",,,,individual,living,apro1235,Atlantic-Congo,atla1278,false,CI,5.20273,-4.52192
ara,Arabic,Algerian Arabic;Algerian Saharan Arabic;Baharna Arabic;Chadian Arabic;Cypriot Arabic;Dhofari Arabic;Eastern Egyptian Bedawi Arabic;Egyptian Arabic;Gulf Arabic;Hadrami Arabic;Hijazi Arabic;Levantine Arabic;Libyan Arabic;Mesopotamian Arabic;Moroccan Arabic;Najdi Arabic;North Mesopotamian Arabic;Omani Arabic;Saidi Arabic;Sanaani Arabic;Shihhi Arabic;Standard Arabic;Sudanese Arabic;Sudanese Creole Arabic;Ta'izzi-Adeni Arabic;Tajiki Arabic;Tunisian Arabic;Uzbeki Arabic,ar,ara,ara,macrolanguage,living,,Afro-Asiatic,,false,CF;CM;DJ;DZ;EG;EH;ER;ET;KM;LY;MA;NE;NG;SD;SO;SS;TD;TN;TZ,,
arv,Arbore,Arbora;Arborie;Erbore;Irbore,,,,individual,living,arbo1245,Afro-Asiatic,afro1255,false,ET,4.92183,36.7986
agj,Argobba,Argoba,,,,individual,living,argo1244,Afro-Asiatic,afro1255,false,ET,10.6596,39.756
aqg,Arigidi,North Akoko,,,,individual,living,arig1246,Atlantic-Congo,atla1278,false,NG,7.56324,5.89556
luc,Aringa,Low Lugbara,,,,individual,living,arin1244,Central Sudanic,cent2225,false,SS;UG,3.56143,31.3071
ahs,Ashe,Ache;Ala;Koro;Koro Makama;Koron Ache;Koron Ala,,,,individual,living,ashe1269,Atlantic-Congo,atla1278,false,NG,9.36574,7.39443
asv,Asoa,Aka;Asua;Asuae;Asuati,,,,individual,living,asoa1238,Central Sudanic,cent2225,false,CD,2.26818,26.7198
sjg,Assangori,Asong;Asongori;Assagori;Assoungor;Asungore;Azangori;Azanguri;Bognak-Asungorung;Erenga;Madungore;Shaale;Soungor;Sungor,,,,individual,living,assa1269,Tamaic,tama1329,false,SD;TD,13.9592,22.6393
aum,Asu (Nigeria),Abewa;Asu;Ebe,,,,individual,living,asun1235,Atlantic-Congo,atla1278,false,NG,10.0849,5.42081
asa,Asu (Tanzania),Asas;Asu;Asu/ Pare;Athu;Casu;Chasu;Chiasu;Kow;Pare;Zigula,,,,individual,living,asut1235,Atlantic-Congo,atla1278,false,KE;TZ,-4.17978,37.8323
ato,Atong (Cameroon),Atong;Etoh,,,,individual,living,aton1242,Atlantic-Congo,atla1278,false,CM,6.03539,9.72121
cch,Atsam,Cawai;Cawe;Cawi;Chawai;Chawe;Chawi,,,,individual,living,atsa1241,Atlantic-Congo,atla1278,false,NG,9.95914,8.48301
ati,Attié,Akie;Akye;Atche;Atie;Atshe;Attie,,,,individual,living,atti1239,Atlantic-Congo,atla1278,false,CI,5.9977,-3.8209
auh,Aushi,Avaushi;Ushi;Usi;Uzhil;Uzhili;Vouaousi,,,,individual,living,aush1241,Atlantic-Congo,atla1278,false,CD;ZM,-11.6295,29.0168
auo,Auyokawa,Auyakawa;Auyo;Awiaka,,,,individual,extinct,auyo1240,Afro-Asiatic,afro1255,false,NG,9.85747,11.322
avn,Avatime,"Afatime;Avatime, Siya;Sia;Sideme",,,,individual,living,avat1244,Atlantic-Congo,atla1278,false,GH,6.8688,0.41314
avi,Avikam,Avekom;Brignan;Brinya;Gbanda;Kwakwa;Lahu,,,,individual,living,avik1243,Atlantic-Congo,atla1278,false,CI,5.15838,-5.2529
avu,Avokaya,Abukeia;Avukaya,,,,individual,living,avok1242,Central Sudanic,cent2225,false,CD;SS,4.38639,29.9379
awo,Awak,Awok;Yebu,,,,individual,living,awak1250,Atlantic-Congo,atla1278,false,NG,9.86334,11.3291
bob,Aweer,"""Boni"";Aloekoe;Aluku;Aweera;Bon;Boni;Ogoda;Sanye;Waata;Waboni;Wasanye;Wata;Wata-Bala",,,,individual,living,awee1242,Afro-Asiatic,afro1255,false,KE;SO,-1.40124,41.234
azo,Awing,Awi;Bambuluwe;Mbwe'wi,,,,individual,living,awin1248,Atlantic-Congo,atla1278,false,CM,5.88362,10.264
auj,Awjilah,Aoudjila;Augila;Aujila;Auyila;Awdjila;Awgila;Awjila;Awjilah-Foqaha,,,,individual,living,awji1241,Afro-Asiatic,afro1255,false,LY,29.2341,21.1819
awn,Awngi,Agau;Agaw;Agew;Agow;Angwi Agaw;Awawar;Awi;Awiya;Damot;Hawiya;Kwollanyoch,,,,individual,living,awng1244,Afro-Asiatic,afro1255,false,ET,10.9819,36.6916
afu,Awutu,Guang,,,,individual,living,awut1241,Atlantic-Congo,atla1278,false,GH,5.42441,-0.59545
aye,Ayere,,,,,individual,living,ayer1245,Atlantic-Congo,atla1278,false,NG,7.52206,6.01979
ayb,Ayizo Gbe,"Ayizo;Ayizo-Gbe;Ayzo;Gbe, Ayizo",,,,individual,living,ayiz1245,Atlantic-Congo,atla1278,false,BJ,6.62654,2.20552
ayu,Ayu,Aya,,,,individual,living,ayuu1242,Atlantic-Congo,atla1278,false,NG,9.2634,8.60225
bvj,Baan,Baan-Ogoi;Goi;Ogoi,,,,individual,living,baan1241,Atlantic-Congo,atla1278,false,NG,4.66709,7.30065
bqx,Baangi,Cibaangi;Kambari,,,,individual,living,baan1242,Atlantic-Congo,atla1278,false,NG,10.8083,5.7261
bba,Baatonum,Baatombu;Baatonu;Baatonun-Kwara;Baatɔnum;Barba;Barganchi;Bargawa;Bargu;Bariba;Baruba;Batonnum;Batonu;Berba;Bogung;Borgawa;Burgu;Zana,,,,individual,living,baat1238,Atlantic-Congo,atla1278,false,BJ;NG,9.63186,2.99607
bbw,Baba,Bapa;Bapakum;Papia,,,,individual,living,baba1264,Atlantic-Congo,atla1278,false,CM,6.11222,10.5216
bbm,Babango,Mobango,,,,individual,living,baba1263,Atlantic-Congo,atla1278,false,CD,1.79475,23.5851
bbk,Babanki,Finge;Kedjom;Kejeng;Kejom;Kidzem;Kidzom,,,,individual,living,baba1266,Atlantic-Congo,atla1278,false,CM,5.97863,10.2869
bcy,Bacama,Abacama;Bachama;Bachama-Bata;Bashamma;Besema;Bwareba;Gboare,,,,individual,living,baca1246,Afro-Asiatic,afro1255,false,NG,9.53072,12.0416
bau,Bada (Nigeria),Bada;Badanchi;Badawa;Bat;Garaka;Jar;Jarawan Kogi;Kanna;Mbada;Mbadawa;Mbat;Plains Jarawa;River Jarawa,,,,individual,living,bada1258,Atlantic-Congo,atla1278,false,NG,9.62456,9.95
bde,Bade,Bade Group;Badé;Bedde;Bede;Gidgid;Gusha Bade;West Chadic B.1,,,,individual,living,bade1248,Afro-Asiatic,afro1255,false,NG,12.789,10.6557
pbp,Badyara,Badara;Badian;Badiara;Badiaranké;Badjara;Badyaranke;Bandjana;Bigola;Gola;Padjade;Pajade;Pajadinka,,,,individual,living,bady1239,Atlantic-Congo,atla1278,false,GN;GW;SN,12.6425,-13.4759
bfj,Bafanji,Bafangi;Bafanyi;Chuufi;Nchufie,,,,individual,living,bafa1249,Atlantic-Congo,atla1278,false,CM,5.84612,10.4518
bwt,Bafaw-Balong,Ngoe,,,,individual,living,bafa1247,Atlantic-Congo,atla1278,false,CM,4.53307,9.522
ksf,Bafia,Bekpak;Rikpa;Rikpa';Ripey,,,,individual,living,bafi1243,Atlantic-Congo,atla1278,false,CM,4.72603,11.0982
bfd,Bafut,Befe;Bufe;Fu;Fut,,,,individual,living,bafu1246,Atlantic-Congo,atla1278,false,CM,6.14153,10.1194
bqf,Baga Kaloum,Baga,,,,individual,extinct,baga1271,,,false,GN,9.951,-12.887
bgo,Baga Koga,Baga;Barka;Koba;Koga;Temne,,,,individual,living,baga1273,Atlantic-Congo,atla1278,false,GN,10.1286,-13.947
bmd,Baga Manduri,"Baga;Baga Mandun;Barka;Maduri;Mandari;Manduri;Manduri, Baga;Temne",,,,individual,living,baga1270,Atlantic-Congo,atla1278,false,GN,10.76747,-14.60521
bcg,Baga Pokur,Baga;Baga Binari;Baga de Binari;Baga Mboteni-Binari;Barka;Binari;Kalum;Mborin;Pukur;Temne,,,,individual,living,baga1275,Atlantic-Congo,atla1278,false,GN,10.5271,-14.6111
bsp,Baga Sitemu,Baga;Baga sitemou;Barka;Rio Pongo Baga;Sitemuú;Stem Baga;Tchitem;Temne,,,,individual,living,baga1272,Atlantic-Congo,atla1278,false,GN,10.4793,-14.4756
bsv,Baga Sobané,Baga;Baga Kakissa;Baga Sobane;Barka;Sobané;Temne,,,,individual,extinct,baga1274,,,false,GN,9.98865,-13.9054
bmi,Bagirmi,Baghirmi;Bagrima;Bagrimi;Bagrimma;Baguirme;Baguirmi;Barma;Lis;Lisi;Mbarma;Tar Bagrimma;Tar Barma,,,,individual,living,bagi1246,Central Sudanic,cent2225,false,NG;TD,11.52392,14.769495
fui,Bagirmi Fulfulde,"Baghirmi Peul;Bagirmi Fula;Fulah-Idiome;Fulani;Fulfulde, Bagirmi",,,,individual,living,bagi1244,Atlantic-Congo,atla1278,false,CF;TD,8.81656,18.3467
bqg,Bago-Kusuntu,Bago;Koussountou,,,,individual,living,bago1245,Atlantic-Congo,atla1278,false,TG,8.52697,1.41214
bdj,Bai (South Sudan),Bai;Bari,,,,individual,living,baii1251,Atlantic-Congo,atla1278,false,SS,7.57221,26.48246
bcz,Bainouk-Gunyaamolo,Bagnoun;Bainuk;Bainuko-gunyaamolo;Banhum;Banyuk;Banyum;Banyun;Banyung;Elomay;Elunay;Gunyaamolo;Guñaamolo;Niamone;Ñuñ,,,,individual,living,bain1261,Atlantic-Congo,atla1278,false,GM;GW;SN,12.8672,-16.229
bab,Bainouk-Gunyuño,Bagnoun;Bainuk;Banhum;Banyuk;Banyum;Banyun;Banyung;Baïnounk Gujaher;Elomay;Elunay,,,,individual,living,bain1259,Atlantic-Congo,atla1278,false,GW;SN,12.3128,-16.0586
bcb,Bainouk-Samik,Bainuko-samik,,,,individual,living,bain1260,,,false,GW;SN,12.5053,-15.9969
bsw,Baiso,Alkali;Bayso;Gedicho;Gidicho,,,,individual,living,bais1246,Afro-Asiatic,afro1255,false,ET,6.44892,37.7681
fah,Baissa Fali,"Fali of Baissa;Fali, Baissa;Nigeria",,,,individual,living,bais1242,Atlantic-Congo,atla1278,false,NG,7.38023,10.7684
bkc,Baka (Cameroon),"""Babinga"";Babinga;Baka;Baka (East Region, Cameroon);Baka (in Cameroon);Bayaga;Bayaka;Bebayaga;Bebayaka;Bibaya;Pygmee;Pygmees de L'est;Pygmy-E",,,,individual,living,baka1272,Atlantic-Congo,atla1278,false,CF;CG;CM;GA,2.16013,13.7804
bdh,Baka (South Sudan),Baka;Baka (in Sudan);Baka (Sudan);Tara Baaka;Tara Baka,,,,individual,living,baka1274,Central Sudanic,cent2225,false,CD;SS,4.65943,29.59
bqz,Bakaka,Central Mbo,,,,individual,living,baka1273,Atlantic-Congo,atla1278,false,CM,4.79991,9.80402
bkh,Bakoko,Basoo,,,,individual,living,bako1249,Atlantic-Congo,atla1278,false,CM,3.56518,9.99905
kme,Bakole,Bakolle;Bamusso;Kole,,,,individual,living,bako1250,Atlantic-Congo,atla1278,false,CM,4.43654,8.97387
bbs,Bakpinka,Begbungba;Iyongiyong;Iyoniyong;Uwet,,,,individual,living,bakp1238,Atlantic-Congo,atla1278,false,NG,5.26756,8.26321
bjw,Bakwé,Bakwe,,,,individual,living,bakw1243,Kru,krua1234,false,CI,5.23123,-6.51077
bjt,Balanta-Ganja,Alante;Balanda;Balant;Balanta;Balante;Ballante;Belante;Brassa;Bulanda;Fjaa;Fraase,,,,individual,living,bala1302,Atlantic-Congo,atla1278,false,GW;SN,12.5382,-15.6658
ble,Balanta-Kentohe,Alante;Balanda;Balant;Balanta;Balante;Ballante;Belante;Brassa;Bulanda;Frase,,,,individual,living,bala1301,Atlantic-Congo,atla1278,false,GW,11.8203,-15.3221
bdn,Baldemu,Balda;Baldamou;Baldamu;Baldare;Mbazla,,,,individual,living,bald1241,Afro-Asiatic,afro1255,false,CM,10.9078,14.4674
bcp,Bali (Democratic Republic of Congo),Baali;Bali;Dhibali;Kibaali;Kibala;Kibali;Libaali,,,,individual,living,bali1274,Atlantic-Congo,atla1278,false,CD,1.1807,26.5941
bcn,Bali (Nigeria),Abaali;Bali;Bibaali;Ibaali;Maya,,,,individual,living,bali1245,Atlantic-Congo,atla1278,false,NG,8.81345,11.2952
bqo,Balo,,,,,individual,living,balo1264,Atlantic-Congo,atla1278,false,CM,6.12552,9.69365
biz,Baloi,Baato Baloi;Boloi;Loi;Rebu,,,,individual,living,balo1261,Atlantic-Congo,atla1278,false,CD;CG,0.93777,18.1266
bog,Bamako Sign Language,Langue des signes bambara;Langue des Signes Malienne;LaSiMa;LSM,,,,individual,living,bama1249,Sign Language,sign1238,false,ML,12.651,-8.00136
bbq,Bamali,"Babatana;Choiseul, Central-Eastern;Chopechop;Ngoobechop;Sisiqa",,,,individual,living,bama1251,Atlantic-Congo,atla1278,false,CM,5.91327,10.4567
bmo,Bambalang,Bambolang;Mboyakum;Tshirambo,,,,individual,living,bamb1265,Atlantic-Congo,atla1278,false,CM,5.861,10.544
bam,Bambara,Bamana;Bamanakan;Bamanankan,bm,bam,bam,individual,living,bamb1269,Mande,mand1469,false,CI;GN;ML;SN,12.9,-7.65
myf,Bambassi,Amam;Bambeshi;Bambessi Mao;Didessa;Didessa Mao;Fadiro;Mao of Bambeshi;Mao of Diddesa;Northern Mao;Siggoyo,,,,individual,living,bamb1262,Blue Nile Mao,maoo1243,false,ET,9.82554,34.6522
baw,Bambili-Bambui,Bambili;Bambui;Mbele;Mbili;Mbogoe,,,,individual,living,bamb1266,Atlantic-Congo,atla1278,false,CM,6.10821,10.2233
bce,Bamenyam,Bamenyan;Mamenyan;Mengambo;Pamenyan,,,,individual,living,bame1260,Atlantic-Congo,atla1278,false,CM,5.77049,10.3302
